,hour,SegmentOffer,SegmentDispatch,SegmentEmissions,MaxDual,MinDual,Zone,LMP,MarginalCost,Profit,PreviousOffer
215_HYDRO_2-2,6,0.000000,0.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,0.0,0.000000
215_HYDRO_2-3,6,0.000000,0.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,0.0,0.000000
215_HYDRO_3-0,6,0.000000,9.100000,0.000000,884.762973,0.000000,215,23.128959,0.000000,210.47352689999997,0.000000
215_HYDRO_3-1,6,0.000000,0.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,0.0,0.000000
215_HYDRO_3-2,6,0.000000,0.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,0.0,0.000000
215_HYDRO_3-3,6,0.000000,0.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,0.0,0.000000
222_HYDRO_1-0,6,0.000000,9.100000,0.000000,375.445845,0.000000,222,23.128959,0.000000,210.47352689999997,0.000000
222_HYDRO_1-1,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_1-2,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_1-3,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_2-0,6,0.000000,9.100000,0.000000,375.445845,0.000000,222,23.128959,0.000000,210.47352689999997,0.000000
222_HYDRO_2-1,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_2-2,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_2-3,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_3-0,6,0.000000,9.100000,0.000000,375.445845,0.000000,222,23.128959,0.000000,210.47352689999997,0.000000
222_HYDRO_3-1,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_3-2,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_3-3,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_4-0,6,0.000000,9.100000,0.000000,375.445845,0.000000,222,23.128959,0.000000,210.47352689999997,0.000000
222_HYDRO_4-1,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_4-2,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_4-3,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_5-0,6,0.000000,9.100000,0.000000,375.445845,0.000000,222,23.128959,0.000000,210.47352689999997,0.000000
222_HYDRO_5-1,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_5-2,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_5-3,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_6-0,6,0.000000,9.100000,0.000000,375.445845,0.000000,222,23.128959,0.000000,210.47352689999997,0.000000
222_HYDRO_6-1,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_6-2,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
222_HYDRO_6-3,6,0.000000,0.000000,0.000000,375.445845,0.000000,222,23.128959,0.000000,0.0,0.000000
314_SYNC_COND_1-0,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_SYNC_COND_1-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_SYNC_COND_1-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_SYNC_COND_1-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
322_HYDRO_1-0,6,0.000000,26.300000,0.000000,952.646473,0.000000,322,23.128959,0.000000,608.2916217,0.000000
322_HYDRO_1-1,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_1-2,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_1-3,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_2-0,6,0.000000,26.300000,0.000000,952.646473,0.000000,322,23.128959,0.000000,608.2916217,0.000000
322_HYDRO_2-1,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_2-2,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_2-3,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_3-0,6,0.000000,26.300000,0.000000,952.646473,0.000000,322,23.128959,0.000000,608.2916217,0.000000
322_HYDRO_3-1,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_3-2,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_3-3,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_4-0,6,0.000000,26.300000,0.000000,952.646473,0.000000,322,23.128959,0.000000,608.2916217,0.000000
322_HYDRO_4-1,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_4-2,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
322_HYDRO_4-3,6,0.000000,0.000000,0.000000,952.646473,0.000000,322,23.128959,0.000000,0.0,0.000000
320_PV_1-0,6,0.000000,9.300000,0.000000,0.000000,0.000000,320,23.128959,0.000000,215.0993187,0.000000
320_PV_1-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_PV_1-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_PV_1-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
314_PV_1-0,6,0.000000,10.100000,0.000000,0.000000,0.000000,314,23.128959,0.000000,233.60248589999998,0.000000
314_PV_1-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_1-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_1-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_2-0,6,0.000000,11.800000,0.000000,0.000000,0.000000,314,23.128959,0.000000,272.9217162,0.000000
314_PV_2-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_2-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_2-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
313_PV_1-0,6,0.000000,10.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,238.2282777,0.000000
313_PV_1-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_PV_1-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_PV_1-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
314_PV_3-0,6,0.000000,10.700000,0.000000,0.000000,0.000000,314,23.128959,0.000000,247.47986129999995,0.000000
314_PV_3-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_3-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_3-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_4-0,6,0.000000,11.700000,0.000000,0.000000,0.000000,314,23.128959,0.000000,270.6088203,0.000000
314_PV_4-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_4-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
314_PV_4-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,314,23.128959,0.000000,0.0,0.000000
313_PV_2-0,6,0.000000,7.900000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,182.71877609999999,0.000000
313_PV_2-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_PV_2-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_PV_2-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
310_PV_1-0,6,0.000000,12.500000,0.000000,920.621650,0.000000,310,23.128959,0.000000,289.1119875,0.000000
310_PV_1-1,6,0.000000,0.000000,0.000000,920.621650,0.000000,310,23.128959,0.000000,0.0,0.000000
310_PV_1-2,6,0.000000,0.000000,0.000000,920.621650,0.000000,310,23.128959,0.000000,0.0,0.000000
310_PV_1-3,6,0.000000,0.000000,0.000000,920.621650,0.000000,310,23.128959,0.000000,0.0,0.000000
324_PV_1-0,6,0.000000,11.800000,0.000000,609.229681,0.000000,324,23.128959,0.000000,272.9217162,0.000000
324_PV_1-1,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
324_PV_1-2,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
324_PV_1-3,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
312_PV_1-0,6,0.000000,11.400000,0.000000,894.747569,0.000000,312,23.128959,0.000000,263.6701326,0.000000
312_PV_1-1,6,0.000000,0.000000,0.000000,894.747569,0.000000,312,23.128959,0.000000,0.0,0.000000
312_PV_1-2,6,0.000000,0.000000,0.000000,894.747569,0.000000,312,23.128959,0.000000,0.0,0.000000
312_PV_1-3,6,0.000000,0.000000,0.000000,894.747569,0.000000,312,23.128959,0.000000,0.0,0.000000
310_PV_2-0,6,0.000000,11.300000,0.000000,920.621650,0.000000,310,23.128959,0.000000,261.3572367,0.000000
310_PV_2-1,6,0.000000,0.000000,0.000000,920.621650,0.000000,310,23.128959,0.000000,0.0,0.000000
310_PV_2-2,6,0.000000,0.000000,0.000000,920.621650,0.000000,310,23.128959,0.000000,0.0,0.000000
310_PV_2-3,6,0.000000,0.000000,0.000000,920.621650,0.000000,310,23.128959,0.000000,0.0,0.000000
324_PV_2-0,6,0.000000,10.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,231.28958999999998,0.000000
324_PV_2-1,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
324_PV_2-2,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
324_PV_2-3,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
324_PV_3-0,6,0.000000,10.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,231.28958999999998,0.000000
324_PV_3-1,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
324_PV_3-2,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
324_PV_3-3,6,0.000000,0.000000,0.000000,609.229681,0.000000,324,23.128959,0.000000,0.0,0.000000
113_PV_1-0,6,0.000000,27.400000,0.000000,1081.214429,0.000000,113,23.128959,0.000000,633.7334765999999,0.000000
113_PV_1-1,6,0.000000,0.000000,0.000000,1081.214429,0.000000,113,23.128959,0.000000,0.0,0.000000
113_PV_1-2,6,0.000000,0.000000,0.000000,1081.214429,0.000000,113,23.128959,0.000000,0.0,0.000000
113_PV_1-3,6,0.000000,0.000000,0.000000,1081.214429,0.000000,113,23.128959,0.000000,0.0,0.000000
319_PV_1-0,6,0.000000,52.600000,0.000000,929.432469,0.000000,319,23.128959,0.000000,1216.5832434,0.000000
319_PV_1-1,6,0.000000,0.000000,0.000000,929.432469,0.000000,319,23.128959,0.000000,0.0,0.000000
319_PV_1-2,6,0.000000,0.000000,0.000000,929.432469,0.000000,319,23.128959,0.000000,0.0,0.000000
319_PV_1-3,6,0.000000,0.000000,0.000000,929.432469,0.000000,319,23.128959,0.000000,0.0,0.000000
215_PV_1-0,6,0.000000,43.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,994.5452369999999,0.000000
215_PV_1-1,6,0.000000,0.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,0.0,0.000000
215_PV_1-2,6,0.000000,0.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,0.0,0.000000
215_PV_1-3,6,0.000000,0.000000,0.000000,884.762973,0.000000,215,23.128959,0.000000,0.0,0.000000
102_PV_1-0,6,0.000000,8.600000,0.000000,1397.471740,0.000000,102,23.128959,0.000000,198.90904739999996,0.000000
102_PV_1-1,6,0.000000,0.000000,0.000000,1397.471740,0.000000,102,23.128959,0.000000,0.0,0.000000
102_PV_1-2,6,0.000000,0.000000,0.000000,1397.471740,0.000000,102,23.128959,0.000000,0.0,0.000000
102_PV_1-3,6,0.000000,0.000000,0.000000,1397.471740,0.000000,102,23.128959,0.000000,0.0,0.000000
101_PV_1-0,6,0.000000,9.300000,0.000000,568.844134,0.000000,101,23.128959,0.000000,215.0993187,0.000000
101_PV_1-1,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_1-2,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_1-3,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
102_PV_2-0,6,0.000000,8.800000,0.000000,1397.471740,0.000000,102,23.128959,0.000000,203.5348392,0.000000
102_PV_2-1,6,0.000000,0.000000,0.000000,1397.471740,0.000000,102,23.128959,0.000000,0.0,0.000000
102_PV_2-2,6,0.000000,0.000000,0.000000,1397.471740,0.000000,102,23.128959,0.000000,0.0,0.000000
102_PV_2-3,6,0.000000,0.000000,0.000000,1397.471740,0.000000,102,23.128959,0.000000,0.0,0.000000
104_PV_1-0,6,0.000000,9.100000,0.000000,1105.790302,0.000000,104,23.128959,0.000000,210.47352689999997,0.000000
104_PV_1-1,6,0.000000,0.000000,0.000000,1105.790302,0.000000,104,23.128959,0.000000,0.0,0.000000
104_PV_1-2,6,0.000000,0.000000,0.000000,1105.790302,0.000000,104,23.128959,0.000000,0.0,0.000000
104_PV_1-3,6,0.000000,0.000000,0.000000,1105.790302,0.000000,104,23.128959,0.000000,0.0,0.000000
212_CSP_1-0,6,0.000000,0.000000,0.000000,723.262089,0.000000,212,23.128959,0.000000,0.0,0.000000
212_CSP_1-1,6,0.000000,0.000000,0.000000,723.262089,0.000000,212,23.128959,0.000000,0.0,0.000000
212_CSP_1-2,6,0.000000,0.000000,0.000000,723.262089,0.000000,212,23.128959,0.000000,0.0,0.000000
212_CSP_1-3,6,0.000000,0.000000,0.000000,723.262089,0.000000,212,23.128959,0.000000,0.0,0.000000
101_PV_2-0,6,0.000000,8.800000,0.000000,568.844134,0.000000,101,23.128959,0.000000,203.5348392,0.000000
101_PV_2-1,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_2-2,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_2-3,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_3-0,6,0.000000,8.800000,0.000000,568.844134,0.000000,101,23.128959,0.000000,203.5348392,0.000000
101_PV_3-1,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_3-2,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_3-3,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_4-0,6,0.000000,8.800000,0.000000,568.844134,0.000000,101,23.128959,0.000000,203.5348392,0.000000
101_PV_4-1,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_4-2,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
101_PV_4-3,6,0.000000,0.000000,0.000000,568.844134,0.000000,101,23.128959,0.000000,0.0,0.000000
103_PV_1-0,6,0.000000,0.500000,0.000000,1081.389901,0.000000,103,23.128959,0.000000,11.5644795,0.000000
103_PV_1-1,6,0.000000,0.000000,0.000000,1081.389901,0.000000,103,23.128959,0.000000,0.0,0.000000
103_PV_1-2,6,0.000000,0.000000,0.000000,1081.389901,0.000000,103,23.128959,0.000000,0.0,0.000000
103_PV_1-3,6,0.000000,0.000000,0.000000,1081.389901,0.000000,103,23.128959,0.000000,0.0,0.000000
119_PV_1-0,6,0.000000,0.400000,0.000000,790.118341,0.000000,119,23.128959,0.000000,9.2515836,0.000000
119_PV_1-1,6,0.000000,0.000000,0.000000,790.118341,0.000000,119,23.128959,0.000000,0.0,0.000000
119_PV_1-2,6,0.000000,0.000000,0.000000,790.118341,0.000000,119,23.128959,0.000000,0.0,0.000000
119_PV_1-3,6,0.000000,0.000000,0.000000,790.118341,0.000000,119,23.128959,0.000000,0.0,0.000000
308_RTPV_1-0,6,0.000000,0.500000,0.000000,918.136824,0.000000,308,23.128959,0.000000,11.5644795,0.000000
308_RTPV_1-1,6,0.000000,0.000000,0.000000,918.136824,0.000000,308,23.128959,0.000000,0.0,0.000000
308_RTPV_1-2,6,0.000000,0.000000,0.000000,918.136824,0.000000,308,23.128959,0.000000,0.0,0.000000
308_RTPV_1-3,6,0.000000,0.000000,0.000000,918.136824,0.000000,308,23.128959,0.000000,0.0,0.000000
313_RTPV_1-0,6,0.000000,0.500000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,11.5644795,0.000000
313_RTPV_1-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_1-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_1-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_2-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_2-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_2-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_2-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_3-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_3-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_3-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_3-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_4-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_4-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_4-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_4-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_5-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_5-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_5-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_5-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_6-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_6-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_6-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_6-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_7-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_7-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_7-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_7-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_8-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_8-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_8-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_8-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_9-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_9-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_9-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_9-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_10-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_10-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_10-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_10-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_11-0,6,0.000000,0.300000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,6.938687699999999,0.000000
313_RTPV_11-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_11-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_11-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_12-0,6,0.000000,0.200000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,4.6257918,0.000000
313_RTPV_12-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_12-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_12-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
320_RTPV_1-0,6,0.000000,0.200000,0.000000,0.000000,0.000000,320,23.128959,0.000000,4.6257918,0.000000
320_RTPV_1-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_1-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_1-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_2-0,6,0.000000,0.200000,0.000000,0.000000,0.000000,320,23.128959,0.000000,4.6257918,0.000000
320_RTPV_2-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_2-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_2-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_3-0,6,0.000000,0.100000,0.000000,0.000000,0.000000,320,23.128959,0.000000,2.3128959,0.000000
320_RTPV_3-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_3-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_3-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
313_RTPV_13-0,6,0.000000,0.100000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,2.3128959,0.000000
313_RTPV_13-1,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_13-2,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
313_RTPV_13-3,6,0.000000,0.000000,0.000000,1038.747826,0.000000,313,23.128959,0.000000,0.0,0.000000
320_RTPV_4-0,6,0.000000,0.200000,0.000000,0.000000,0.000000,320,23.128959,0.000000,4.6257918,0.000000
320_RTPV_4-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_4-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_4-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_5-0,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_5-1,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_5-2,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
320_RTPV_5-3,6,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.128959,0.000000,0.0,0.000000
118_RTPV_1-0,6,0.000000,0.100000,0.000000,919.794214,0.000000,118,23.128959,0.000000,2.3128959,0.000000
118_RTPV_1-1,6,0.000000,0.000000,0.000000,919.794214,0.000000,118,23.128959,0.000000,0.0,0.000000
118_RTPV_1-2,6,0.000000,0.000000,0.000000,919.794214,0.000000,118,23.128959,0.000000,0.0,0.000000
118_RTPV_1-3,6,0.000000,0.000000,0.000000,919.794214,0.000000,118,23.128959,0.000000,0.0,0.000000
